simID,baselineHay,risk,gender,age,education,vote,environmentalist,rowID,ranchingIncomePercent,yearsRanching,ranchDecisionMaker,privateLand,droughtExperience,yearsDrought,droughtSeverity,droughtResponse,droughtPrepare,droughtInfo_USDM,droughtInfo_SPISPEI,droughtInfo_PDSI,droughtInfo_EDDI,droughtInfo_SDO,droughtInfo_privateSubscription,droughtInfo_Other,heardOfPRF,purchasedPRF,purchaseFreqPRF,paysOffPRF,accuratePRF,likelyToPurchasePRF,acres,herdSize,ranchingIncome,droughtResponseBuyFeed,droughtResponseRentPasture,droughtResponseWeanCalves,droughtResponseSellRetainedYearlings,droughtPrepareConservativeStock,stockRate,state,trt,row_names,yr,rev.calf,rev.cow,rev.ins,rev.int,rev.tot,cost.op,cost.ins,cost.adpt,cost.int,cost.tot,profit,taxes,aftax.savings,assets.cow,assets.cash,net.wrth,wn.succ,herd,calves.sold,cows.culled,Gt,forage.potential,rangeHealth,calvesLeft,total.forage,simStartTime,timeElapse,qualtricsCode,startDate,normal,high,low,insured,income,yr_num,risk_std,hay,log_hay,herd_no0,cost.adptPerCow,cash,cash_1,herdy_1,herdy_2,trtXrisk,insuredXrisk,year,riskXtrt,payoffPerceptionPRF,prfPerceptionLoss,female,usdm,educ,likelihoodPRF
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,2,1999,332640,87550,0,5689.5,425879.5,300000,0,0,0,360000,65879.5,20686.163,45193.337,625315.2,158983.337,784298.537,0.88,600,396,103,-0.237207386899607,1,100,132,1.23720738689961,2018-07-12 16:09:35,18.2596809864044,85363,2018-07-12,0,0,6771.9376707193105,0,52500,1999,-0.8884861785387437,0,0,600,0,158.983337,90,600,600,-0.8884861785387437,-0,1,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,3,2000,332640,87550,0,7949.16685,428139.16685,300000,0,64540,0,424540,3599.16684999998,1130.13839089999,2469.02845909999,625315.2,161452.3654591,786767.5654591,0.88,600,396,103,-0.0261295233735925,1.02372073868996,100,132,1.02612952337359,2018-07-12 16:09:35,42.0944795608521,85363,2018-07-12,43429.72071781276,8502.520717812766,78356.92071781277,0,52500,2000,-0.8884861785387437,64.54,4.182660643270669,600,107.56666666666666,161.4523654591,158.983337,600,600,-0.8884861785387437,-0,2,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,4,2001,332640,87550,3556.8,8072.618272955,431819.418272955,300000,5654.82,21700,0,387354.82,44464.598272955,13961.8838577079,30502.7144152471,625315.2,191955.079874347,817270.279874347,0.88,600,396,103,-1.76380195266335e-4,1.02639567218692,100,132,1.00017638019527,2018-07-12 16:09:35,48.56325507164,85363,2018-07-12,14405.95628532789,0,50161.65526969988,1,52500,2001,-0.8884861785387437,21.7,3.122364924487357,600,36.166666666666664,191.955079874347,161.4523654591,600,600,-0.8884861785387437,-0.8884861785387437,3,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,5,2002,326470.465974272,87550,38076,9597.75399371736,461694.21996799,300000,5654.82,74760,0,440414.82,21279.3999679898,6681.73158994879,14597.668378041,625201.965241271,206552.748252388,831754.713493659,0.87431376893862,600,392,103,0.0255970665609289,1.02641377577383,100,133,0.974402933439071,2018-07-12 16:09:35,2.07046029170354,85363,2018-07-12,53045.49124975024,17196.364328143136,88894.61817135732,1,52500,2002,-0.8884861785387437,74.76,4.327570448877823,600,124.6,206.552748252388,191.955079874347,600,600,-0.8884861785387437,-0.8884861785387437,4,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,6,2003,314369.245542975,87550,14592,10327.6374126194,426838.882955595,300000,5654.82,7840,0,373494.82,53344.0629555946,16750.0357680567,36594.0271875379,625080.201209565,243146.775439926,868226.976649491,0.851020531461451,600,378,103,0.0297690330406726,1.02378645760008,100,133,0.970230966959327,2018-07-12 16:09:35,51.2402637004852,85363,2018-07-12,0,0,15896.864427132135,1,52500,2003,-0.8884861785387437,7.84,2.179286876649552,600,13.066666666666666,243.146775439926,206.552748252388,600,600,-0.8884861785387437,-0.8884861785387437,5,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,7,2004,319200,87550,4742.4,12157.3387719963,423649.738771996,300000,5654.82,41020,0,406674.82,16974.9187719963,5330.12449440683,11644.7942775894,625348.8,254791.569717515,880140.369717516,0.853803250924208,600,380,103,-0.192009600010779,1.02073874431179,100,132,1.19200960001078,2018-07-12 16:09:35,45.810852766037,85363,2018-07-12,19565.775214463225,0,55323.76957635261,1,52500,2004,-0.8884861785387437,41.02,3.7381456954168546,600,68.36666666666666,254.791569717515,243.146775439926,600,600,-0.8884861785387437,-0.8884861785387437,6,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,8,2005,332640,87550,0,12739.5784858758,432929.578485876,300000,5654.82,0,0,365654.82,67274.7584858758,21124.274164565,46150.4843213108,625315.2,300942.054038826,926257.254038826,0.88,600,396,103,-0.281100092841885,1.04033790811287,100,132,1.28110009284188,2018-07-12 16:09:35,26.2195618152618,85363,2018-07-12,0,0,0,1,52500,2005,-0.8884861785387437,0,0,600,0,300.94205403882603,254.791569717515,600,600,-0.8884861785387437,-0.8884861785387437,7,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,9,2006,332640,87550,21842.4,15047.1027019413,457079.502701941,300000,5654.82,74480,0,440134.82,16944.6827019413,5320.63036840956,11624.0523335317,625315.2,312566.106372358,937881.306372358,0.88,600,396,103,-0.170794023698476,1.06958181636862,100,132,1.17079402369848,2018-07-12 16:09:35,35.838760137558,85363,2018-07-12,53497.82649484443,17161.736310604545,89833.91667908429,1,52500,2006,-0.8884861785387437,74.48,4.32386772050035,600,124.13333333333334,312.566106372358,300.94205403882603,600,600,-0.8884861785387437,-0.8884861785387437,8,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,10,2007,332640,87550,2918.4,15628.3053186179,438736.705318618,300000,5654.82,13860,0,379514.82,59221.8853186179,18595.671990046,40626.2133285719,625315.2,353192.31970093,978507.51970093,0.88,600,396,103,-0.193324092629396,1.0878496345778501,100,132,1.1933240926294,2018-07-12 16:09:35,37.2409262657166,85363,2018-07-12,6101.539060488175,0,43459.0370771581,1,52500,2007,-0.8884861785387437,13.86,2.698673039289613,600,23.1,353.19231970093,312.566106372358,600,600,-0.8884861785387437,-0.8884861785387437,9,0,0,0,0,2,2,0.1900202517903932
1051993,32.27,0,Male,33,High school diploma or equivalent,I nearly always vote for Republicans,0,90,0.7,10,primary,Mostly private land,1,NA,4,"Buy additional feed,Wean calves early,Sell retained yearlings,Move cattle to a feedlot,Match cattle to forage resources based on size and milk production potential,Seek government aid","Use conservative stocking rate,Seek forecast information,Diversify livestock and plant species (agroforestry and mixed crop-livestock systems),Increase hay production,Rotate pasture and use shorter grazing periods,Diversify sources of income",Use regularly,Use occasionally,"Heard of it, but not used","Heard of it, but not used",Use occasionally,"Heard of it, but not used","Heard of it, but not used",1,1,Most years,even,2,Moderately likely,4200,NA,3.675,1,0,1,1,0,NA,colorado,1,11,2008,332640,87550,3009.6,17659.6159850465,440859.215985046,300000,5654.82,32200,0,397854.82,43004.3959850465,13503.3803393046,29501.0156457419,625315.2,382693.335346672,1008008.53534667,0.88,600,396,103,-0.0722503430596286,1.10888038893005,0,132,1.07225034305963,2018-07-12 16:09:35,43.9968829154968,85363,2018-07-12,12292.761255812033,0,50288.30301263959,1,52500,2008,-0.8884861785387437,32.2,3.502549875922443,600,53.666666666666664,382.693335346672,353.19231970093,600,600,-0.8884861785387437,-0.8884861785387437,10,0,0,0,0,2,2,0.1900202517903932
1071532,33.32,0,Male,38,Bachelors degree,I vote for Democrats more often than,1,32,0.9,15,primary,All private land,1,2011-2012,4,"Buy additional feed,Wean calves early,Reduce herd size (destocking),Strategically place salt, mineral, water, etc. to distribute grazing pressure evenly,Ammoniate crop residues for improved digestibility and intake,Seek government aid","Use conservative stocking rate,Seek forecast information,Increase hay production,Avoid fully restocking after drought,Grow alternative crops",Use regularly,"Heard of it, but not used",Use occasionally,Use occasionally,Use occasionally,Use regularly,Unfamiliar,1,1,Every year,gain,2,Moderately likely,8000,1700,7.425,1,0,1,0,0,4.705882352941177,oregon,1,2,1999,332640,87550,0,5689.5,425879.5,300000,0,0,0,360000,65879.5,20686.163,45193.337,625315.2,158983.337,784298.537,0.88,600,396,103,-0.237207386899607,1,100,132,1.23720738689961,2018-07-03 09:26:56,19.0403592586517,85363,2018-07-03,0,0,6771.9376707193105,0,82500,1999,-0.8884861785387437,0,0,600,0,158.983337,90,600,600,-0.8884861785387437,-0,1,0,1,0,0,2,5,0.1900202517903932
