StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q139,Q229,Q200_First Click,Q200_Last Click,Q200_Page Submit,Q200_Click Count,Q230,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q147,Q22,Q19,Q142,Q21,Q206,Q207,Q208,Q209,Q210,Q213,Q214,Q215,Q216,Q217,Q193,Q170,Q164,Q143,Q144,Q220,Q221,Q223,Q224,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q172,Q174,Q176,Q178,Q180,Q182,Q184,Q186,Q188,Q190,Q192,Q194,Q196,Q198,Q200,Q202,Q204,SC0,SC1,SC2,SC3,SC4,SC5,confirmation_code,treatment_group,Comprehension score1,Enter Embedded Data Field Name Here...,Comprehension score2,Comprehension score3,ins_code,no_ins_code,LotteryQuiz1,LotteryQuiz2,LotteryQuiz3
2017-09-18 12:58:20,2017-09-18 14:06:26,IP Address,24.107.184.216,100,4086,True,2017-09-18 14:06:26,R_8qBT64Mr2a9mze5,,,,,38.580505371094,-90.274398803711,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1223.352,1223.352,1224.347,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A3F0ECWT21FVMG,49516,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,29,White or Caucasian,Not Hispanic or Latino,5,United States,MO Missouri,63118,I've read or talked about cattle ranching at least once before,I've read or talked about drought at least once before,2,No,"$45,000 to $59,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,81208,ins,5,,,,1131160,,2,,
2017-09-18 13:29:59,2017-09-18 14:08:39,IP Address,73.56.63.88,100,2320,True,2017-09-18 14:08:39,R_3VMNkqtOuZ69ucZ,,,,,25.60319519043,-80.334701538086,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1140.921,1140.921,1142.678,1,True,$0.50,True,10,No,,,,,,,,,,,A32UE0WDFAUWBE,,57440,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,28,White or Caucasian,Not Hispanic or Latino,2,United States,FL Florida,33157,Nothing,Nothing,1 (No Impact),No,"$15,000 to $29,999",Bachelors degree,,"I vote for Republicans more often than I vote for Democrats ",No,7,0,0,2,0,0,43321,no_ins,5,,,,,2987717,2,,
2017-09-18 12:56:20,2017-09-18 14:09:10,IP Address,173.53.54.119,100,4370,True,2017-09-18 14:09:10,R_1HpFtK9v7Q7OwHb,,,,,37.580902099609,-77.415298461914,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1106.372,1106.372,1108.587,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,AG7WQ3TB100SO,45259,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,26,White or Caucasian,Not Hispanic or Latino,5,United States,VA Virginia,23227,Nothing,I am familiar with drought,1 (No Impact),No,"$15,000 to $29,999",Bachelors degree,,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,51985,ins,5,,,,1781445,,2,,
2017-09-18 13:03:43,2017-09-18 14:10:02,IP Address,24.60.176.206,100,3979,True,2017-09-18 14:10:02,R_eKbbSlIQUUg12LP,,,,,42.242904663086,-71.009803771973,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1.297,1218.058,1222.24,6,,,,,,True,$0,True,10,No,True,$0.50,True,10,Yes,True,$0.50,True,10,No,ACN0C9HPYDTED,14161,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,25,White or Caucasian,Not Hispanic or Latino,5,United States,MA Massachusetts,02170,Nothing,Nothing,1 (No Impact),No,"$30,000 to $44,999",Bachelors degree,,I vote for Republicans,No,15,4,5,2,0,0,78257,ins,4,,4,5,1436142,,2,,
2017-09-18 13:38:06,2017-09-18 14:10:33,IP Address,66.87.122.224,100,1947,True,2017-09-18 14:10:34,R_8p4msHuSz6q7Het,,,,,25.734100341797,-80.359397888184,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,138.904,840.254,842.384,2,True,$0.50,True,10,No,,,,,,,,,,,A37S96RT1P1IT2,,98321,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,34,Asian,Not Hispanic or Latino,5,United States,FL Florida,32304,I've read or talked about cattle ranching at least once before,I am familiar with drought,1 (No Impact),No,"$60,000 to $74,999",Bachelors degree,,"I am eligible, but I never vote",No,7,0,0,2,0,0,92264,no_ins,5,,,,,2913986,2,,
2017-09-18 13:43:23,2017-09-18 14:17:08,IP Address,73.209.64.113,100,2025,True,2017-09-18 14:17:08,R_5hgspFT2n1ByZw1,,,,,41.550506591797,-87.502601623535,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1091.312,1091.312,1103.362,1,True,$0.50,True,10,No,,,,,,,,,,,A3HNEYFOIJWPH1,,80874,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,34,White or Caucasian,Not Hispanic or Latino,5,United States,IN Indiana,46322,Nothing,I've read or talked about drought at least once before,1 (No Impact),No,"$30,000 to $44,999","High school diploma or equivalent ",,"I am eligible, but I never vote",Yes,7,0,0,2,0,0,74004,no_ins,5,,,,,2781963,2,,
2017-09-18 13:39:25,2017-09-18 14:19:50,IP Address,24.181.238.92,100,2425,True,2017-09-18 14:19:50,R_4SzSe6v9f0LMdnv,,,,,41.801498413086,-72.306503295898,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,168.852,825.429,826.808,4,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A2TBWLOHTZNK54,18085,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,33,White or Caucasian,Not Hispanic or Latino,5,United States,CT Connecticut,06084,Nothing,I am familiar with drought,1 (No Impact),No,"$15,000 to $29,999",Associate degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,70045,ins,5,,,,1738525,,2,,
2017-09-18 12:56:25,2017-09-18 14:26:46,IP Address,71.201.17.210,100,5421,True,2017-09-18 14:26:46,R_8B2OvurAc9DaFVz,,,,,41.922393798828,-87.652397155762,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,84.924,683.522,688.413,3,True,$0.50,True,10,No,,,,,,,,,,,AMZV70TID53WY,,77467,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,24,White or Caucasian,Not Hispanic or Latino,5,United States,IL Illinois,60610,I've read or talked about cattle ranching at least once before,I've read or talked about drought at least once before,1 (No Impact),No,"$105,000 to $149,999","High school diploma or equivalent ",,"I am eligible, but I never vote",No,7,0,0,2,0,0,62773,no_ins,5,,,,,2735209,2,,
2017-09-18 14:01:31,2017-09-18 14:42:10,IP Address,71.63.196.113,100,2439,True,2017-09-18 14:42:10,R_cDchIfWzC9neZrT,,,,,45.440704345703,-122.61569976807,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1078.7869999999998,1078.7869999999998,1079.484,1,True,$1,True,10,No,True,$1,True,10,No,True,$0.50,True,10,No,AGFWV1U4CJXP5,,65454,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery B: 30% chance of winning $3.85, 70% chance of winning $0.10","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,33,Asian,Not Hispanic or Latino,5,United States,OR Oregon,97233,Nothing,I've read or talked about drought at least once before,3,No,"$60,000 to $74,999",Bachelors degree,,Half the time I vote for Democrats and half the time I vote for Republicans,No,15,4,5,2,0,0,92454,no_ins,4,,4,5,,2098044,2,,
2017-09-18 13:56:29,2017-09-18 15:03:09,IP Address,69.47.241.212,100,4000,True,2017-09-18 15:03:09,R_3JHMj21VgUw8bhb,,,,,41.693496704102,-87.614501953125,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1973.324,1973.324,1974.136,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A14WLAP6TCEKO0,52512,,10,One lottery will be randomly selected,,,,,"Lottery B: 10% chance of winning $3.85, 90% chance of winning $0.10","Lottery B: 20% chance of winning $3.85, 80% chance of winning $0.10","Lottery B: 30% chance of winning $3.85, 70% chance of winning $0.10","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,33,Black or African American,Not Hispanic or Latino,5,United States,IL Illinois,60628,Nothing,Nothing,1 (No Impact),No,"$90,000 to $104,999",Bachelors degree,,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,93224,ins,5,,,,1419707,,2,,
2017-09-18 13:39:33,2017-09-18 15:17:54,IP Address,97.119.173.178,100,5901,True,2017-09-18 15:17:54,R_6lororEKJaJa9wN,,,,,39.937606811523,-77.661102294922,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1153.191,1153.191,1159.802,1,True,$0.50,True,10,No,,,,,,,,,,,A3J5UWZM4ZZ1D6,,98191,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,43,White or Caucasian,Not Hispanic or Latino,5,United States,PA Pennsylvania,17022,Nothing,I've read or talked about drought at least once before,2,No,"$30,000 to $44,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",No,7,0,0,2,0,0,78414,no_ins,5,,,,,2006536,2,,
2017-09-19 13:29:29,2017-09-19 14:04:50,IP Address,68.205.248.217,100,2121,True,2017-09-19 14:04:50,R_6W3QNivg1PpYVO5,,,,,28.385299682617,-81.447998046875,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,60.129,837.707,838.492,5,True,$0,True,10,No,True,$0.50,True,10,No,,,,,,A2WC2NO555XU3J,,76222,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,24,"Black or African American,White or Caucasian",Not Hispanic or Latino,5,United States,FL Florida,32837,Nothing,I've read or talked about drought at least once before,2,No,"$60,000 to $74,999",Bachelors degree,,"I nearly always vote for Democrats ",No,11,5,0,2,0,0,90153,no_ins,4,,5,,,2410044,2,,
2017-09-19 13:29:32,2017-09-19 14:09:14,IP Address,68.80.201.209,100,2382,True,2017-09-19 14:09:14,R_bwoNTjzijofY6Ut,,,,,39.953002929688,-75.175598144531,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,699.068,699.068,728.943,1,True,$0.50,True,10,No,,,,,,,,,,,A3RDH0U2H6JCBC,,55960,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,29,White or Caucasian,Not Hispanic or Latino,5,United States,PA Pennsylvania,19103,Nothing,Nothing,2,No,"$60,000 to $74,999",Bachelors degree,,I nearly always vote for Republicans,No,7,0,0,2,0,0,89699,no_ins,5,,,,,2526564,2,,
2017-09-19 13:31:28,2017-09-19 14:11:55,IP Address,71.238.72.79,100,2427,True,2017-09-19 14:11:55,R_7OItUWXkA9ugJrn,,,,,45.553405761719,-122.8191986084,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1199.208,1199.208,1200.268,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1I9ZBV75AVWUS,69503,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,33,White or Caucasian,Not Hispanic or Latino,5,United States,OR Oregon,97229,I've read or talked about cattle ranching at least once before,Nothing,1 (No Impact),No,"$15,000 to $29,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",No,7,0,0,2,0,0,35454,ins,5,,,,1900513,,2,,
2017-09-19 13:35:53,2017-09-19 14:11:59,IP Address,104.176.6.160,100,2166,True,2017-09-19 14:11:59,R_3NU5n28q8XDDtCl,,,,,38.112899780273,-122.13310241699,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,722.858,722.858,723.856,1,True,$0.50,True,10,No,,,,,,,,,,,AR1IWBDA7MC86,,41830,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,30,White or Caucasian,Not Hispanic or Latino,5,United States,CA California,94510,Nothing,I am familiar with drought,2,No,"$45,000 to $59,999",Associate degree,,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,41480,no_ins,5,,,,,2458924,2,,
2017-09-19 13:31:31,2017-09-19 14:16:24,IP Address,47.42.167.33,100,2693,True,2017-09-19 14:16:24,R_0NZyEXHyiB0JWxT,,,,,43.216506958008,-123.34170532227,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1073.611,1073.611,1076.687,1,True,$0.50,True,10,No,,,,,,,,,,,ABX5OQLR6UNBC,,94762,None,One lottery will be randomly selected,10,One lottery will be randomly selected,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,44,White or Caucasian,Not Hispanic or Latino,5,United States,OR Oregon,97457,I am familiar with cattle ranching,I've read or talked about drought at least once before,2,No,"$15,000 to $29,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",Yes,8,0,0,1,2,0,91319,no_ins,5,,,,,2971074,1,2,
2017-09-19 13:29:39,2017-09-19 14:16:56,IP Address,184.5.74.201,100,2837,True,2017-09-19 14:16:56,R_3QtDJ9LQ8ylnwEd,,,,,31.029098510742,-97.853500366211,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1129.455,1129.455,1131.41,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1W5PUJ4372XO7,69840,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,70,White or Caucasian,Not Hispanic or Latino,5,United States,TX Texas,76528,I've read or talked about cattle ranching at least once before,I am familiar with drought,6,No,"$60,000 to $74,999","Trade school degree or certificate ",,"I vote for Republicans more often than I vote for Democrats ",No,7,0,0,2,0,0,51440,ins,5,,,,1685066,,2,,
2017-09-19 13:29:59,2017-09-19 14:17:34,IP Address,66.74.57.89,100,2855,True,2017-09-19 14:17:34,R_6zITSnycK10fRsh,,,,,34.153701782227,-116.41889953613,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,44.355,718.069,755.222,2,,,,,,True,$0.50,True,10,No,,,,,,,,,,,AA9V4NE8SOA4I,26494,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,47,White or Caucasian,Not Hispanic or Latino,5,United States,CA California,92252,I've read or talked about cattle ranching at least once before,I am familiar with drought,2,No,"$15,000 to $29,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,49014,ins,5,,,,1570213,,2,,
2017-09-19 13:29:29,2017-09-19 14:21:28,IP Address,209.118.240.125,100,3119,True,2017-09-19 14:21:28,R_0oKFj75H6SUA8V7,,,,,33.918792724609,-84.067802429199,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,1184.126,1184.126,1185.977,1,,,,,,True,$0.50,True,10,No,,,,,,,,,,,AIZTLQM7HHQN6,39460,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,25,White or Caucasian,Not Hispanic or Latino,5,United States,GA Georgia,30043,I've read or talked about cattle ranching at least once before,I am familiar with drought,3,No,"$60,000 to $74,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,54767,ins,5,,,,1004356,,2,,
2017-09-19 13:35:32,2017-09-19 14:31:22,IP Address,74.108.157.161,100,3350,True,2017-09-19 14:31:22,R_cP9QQSEeRgsaYwR,,,,,40.731704711914,-73.988502502441,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,715.425,1036.167,1079.145,2,True,$0.50,True,10,No,,,,,,,,,,,A2IKPU88PDQTMF,,28712,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,30,Black or African American,Not Hispanic or Latino,5,United States,NY New York,10031,Nothing,Nothing,4,No,"$30,000 to $44,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,61299,no_ins,5,,,,,2300486,2,,
2017-09-19 15:04:50,2017-09-19 15:32:41,IP Address,71.87.65.50,100,1671,True,2017-09-19 15:32:41,R_0BObq6T4bTKJK29,,,,,45.927795410156,-87.994400024414,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,37.627,602.829,694.572,5,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1NM7ZPZ3NH412,37547,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,29,White or Caucasian,Not Hispanic or Latino,5,United States,WI Wisconsin,54121,Nothing,I've read or talked about drought at least once before,1 (No Impact),No,"$30,000 to $44,999",Bachelors degree,,"I vote for Democrats more often than ",No,7,0,0,2,0,0,42048,ins,5,,,,1018077,,2,,
