simID,attentionFail,duration,totalFail,risk,gender,age,race,ethnicity,state,zipcode,income,education,vote,environmentalist,cattleKnowledge,droughtKnowledge,droughtImpact,veggieOrVegan,row_names,yr,rev.calf,rev.cow,rev.ins,rev.int,rev.tot,cost.op,cost.ins,cost.adpt,cost.int,cost.tot,profit,taxes,aftax.savings,assets.cow,assets.cash,net.wrth,wn.succ,herd,calves.sold,cows.culled,Gt,forage.potential,rangeHealth,total.forage,simStartTime,timeElapse,yr_num,risk_std,cost.adptPerCow,hay,herdy_1,herdy_2,log_herd,log_herdy_1,log_herdy_2,cattleKnowDummy,droughtKnowDummy,noherd,liqHerd,outlier,bigHerd,trtXrisk,insuredXrisk,trt,insured,year,riskXtrt,female,educ
2408680,0,37.6666666666667,0,0.852,Male,35,White or Caucasian,Not Hispanic or Latino,NC North Carolina,27106,67500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,I am familiar with drought,1,0,3,2000,332640,87550,0,6375.867,426565.867,300000,0,90100,0,450100,-23534.133,-7389.71776199999,-16144.415238,510000,111372.924762,621372.924762,0.88,600,396,103,-0.114801962046031,1.02372073868996,100,1.11480196204603,2017-09-13 19:36:03,9.00377607345581,2000,-0.1691548813936867,150.16666666666666,90.1,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,1,0,0,0,0,-0,-0,0,0,2,0,0,5
2408680,0,37.6666666666667,0,0.852,Male,35,White or Caucasian,Not Hispanic or Latino,NC North Carolina,27106,67500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,I am familiar with drought,1,0,4,2001,332640,87550,0,5568.6462381,425758.6462381,300000,0,25200,0,385200,40558.6462381,12735.4149187634,27823.2313193366,510000,139196.156081337,649196.156081337,0.88,600,396,103,-0.0107301211067696,1.03547325362884,100,1.01073012110677,2017-09-13 19:36:03,2.93530678749084,2001,-0.1691548813936867,42,25.2,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,1,0,0,0,0,-0,-0,0,0,3,0,0,5
2408680,0,37.6666666666667,0,0.852,Male,35,White or Caucasian,Not Hispanic or Latino,NC North Carolina,27106,67500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,I am familiar with drought,1,0,5,2002,315865.772260281,87550,0,6959.80780406683,410375.580064348,300000,0,75600,0,435600,-25224.4199356521,-7920.46785979476,-17303.9520758573,510000,121892.204005479,631892.204005479,0.864203772352309,600,385,103,0.0698907953591733,1.03658432897027,100,0.930109204640827,2017-09-13 19:36:03,10.7952039241791,2002,-0.1691548813936867,126,75.6,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,1,0,0,0,0,-0,-0,0,0,4,0,0,5
2408680,0,37.6666666666667,0,0.852,Male,35,White or Caucasian,Not Hispanic or Latino,NC North Carolina,27106,67500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,I am familiar with drought,1,0,6,2003,299930.210538553,87550,0,6094.61020027396,393574.820738827,300000,0,12100,0,372100,21474.8207388265,6743.09371199153,14731.727026835,510000,136623.931032314,646623.931032314,0.816879084912085,600,358,103,0.00787898505035378,1.02933955864941,100,0.992121014949646,2017-09-13 19:36:03,7.98531889915466,2003,-0.1691548813936867,20.166666666666668,12.1,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,1,0,0,0,0,-0,-0,0,0,5,0,0,5
2408680,0,37.6666666666667,0,0.852,Male,35,White or Caucasian,Not Hispanic or Latino,NC North Carolina,27106,67500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,I am familiar with drought,1,0,7,2004,328440,88400,0,6831.19655161571,423671.196551616,300000,0,50600,0,410600,13071.1965516157,4104.35571720734,8966.84083440838,510000,145590.771866723,655590.771866723,0.873066493155689,600,391,104,-0.220316141835814,1.02852854354998,100,1.22031614183581,2017-09-13 19:36:03,30.6967282295227,2004,-0.1691548813936867,84.33333333333333,50.6,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,1,0,0,0,0,-0,-0,0,0,6,0,0,5
2408680,0,37.6666666666667,0,0.852,Male,35,White or Caucasian,Not Hispanic or Latino,NC North Carolina,27106,67500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,I am familiar with drought,1,0,8,2005,332640,87550,0,7279.53859333613,427469.538593336,300000,0,0,0,360000,67469.5385933361,21185.4351183075,46284.1034750286,510000,191874.875341751,701874.875341751,0.88,600,396,103,-0.294462034666506,1.0511886875982701,100,1.29446203466651,2017-09-13 19:36:03,22.4530508518219,2005,-0.1691548813936867,0,0,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,1,0,0,0,0,-0,-0,0,0,7,0,0,5
2408680,0,37.6666666666667,0,0.852,Male,35,White or Caucasian,Not Hispanic or Latino,NC North Carolina,27106,67500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,I am familiar with drought,1,0,9,2006,332640,88400,0,9593.74376708756,430633.743767088,300000,0,100900,0,460900,-30266.2562329124,-9503.6044571345,-20762.6517757779,510000,171112.223565973,681112.223565973,0.88,600,396,104,-0.265335188768712,1.08214220357513,100,1.26533518876871,2017-09-13 19:36:03,17.7543704509735,2006,-0.1691548813936867,168.16666666666666,100.9,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,1,0,0,0,0,-0,-0,0,0,8,0,0,5
2408680,0,37.6666666666667,0,0.852,Male,35,White or Caucasian,Not Hispanic or Latino,NC North Carolina,27106,67500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,I am familiar with drought,1,0,10,2007,332640,87550,0,8555.61117829866,428745.611178299,300000,0,20000,0,380000,48745.6111782987,15306.1219099858,33439.4892683129,510000,204551.712834286,714551.712834286,0.88,600,396,103,-0.218560253316286,1.11085524416115,100,1.21856025331629,2017-09-13 19:36:03,27.0788431167603,2007,-0.1691548813936867,33.333333333333336,20,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,1,0,0,0,0,-0,-0,0,0,9,0,0,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,2,1999,345240,87550,0,4500,437290,300000,0,5800,0,365800,71490,22447.86,49042.14,510000,139042.14,649042.14,0.88,600,411,103,-0.237207386899607,1,100,1.23720738689961,2017-09-13 19:36:03,48.253434419632,1999,0.4998737344052078,9.666666666666666,5.8,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,1,0,0,0,0,0,0,1,0,1,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,3,2000,399000,99450,0,6952.107,505402.107,300000,0,89000,0,449000,56402.107,17710.261598,38691.845402,498100,177733.985402,675833.985402,0.88,586,475,117,-0.108981856225925,1.02372073868996,100,1.10898185622593,2017-09-13 19:36:03,33.1613578796387,2000,0.4998737344052078,151.87713310580205,89,600,600,6.375024819828097,6.398594934535208,6.398594934535208,0,0,0,1,0,0,0,0,0,0,2,0,1,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,4,2001,309960,84150,0,8886.6992701,402996.6992701,293000,0,52500,0,405500,-2503.30072990002,-786.036429188605,-1717.26430071141,489600,176016.721101289,665616.721101289,0.88,576,369,99,-0.18225567291017,1.0348774373259,100,1.18225567291017,2017-09-13 19:36:03,29.4266803264618,2001,0.4998737344052078,91.14583333333333,52.5,586,600,6.3578422665081,6.375024819828097,6.398594934535208,0,0,0,1,0,0,0,0,0,0,3,0,1,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,5,2002,329280,27200,0,8800.83605506443,365280.836055064,288000,0,90500,0,438500,-73219.1639449355,0,-73219.1639449355,476000,102797.557156353,578797.557156353,0.88,560,392,32,-0.0601228238838942,1.05373866569784,100,1.06012282388389,2017-09-13 19:36:03,21.3568785190582,2002,0.4998737344052078,161.60714285714286,90.5,576,586,6.329720905522696,6.3578422665081,6.375024819828097,0,0,0,1,0,0,0,0,0,0,4,0,1,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,6,2003,310800,81600,0,5139.87785781765,397539.877857818,280000,0,900,0,340900,56639.8778578176,17784.9216473547,38854.9562104629,487900,141652.513366816,629552.513366816,0.88,574,370,96,-0.0240837198622001,1.06007404011958,100,1.0240837198622,2017-09-13 19:36:03,2.60940170288086,2003,0.4998737344052078,1.5679442508710801,0.9,560,576,6.354370040797351,6.329720905522696,6.3578422665081,0,0,0,1,0,0,0,0,0,0,5,0,1,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,7,2004,318360,83300,0,7082.6256683408,408742.625668341,287000,0,50700,0,397700,11042.6256683408,3467.384459859,7575.24120848177,467500,149227.754575298,616727.754575298,0.88,550,379,98,-0.028751526858759,1.06262709274112,100,1.02875152685876,2017-09-13 19:36:03,7.82276201248169,2004,0.4998737344052078,92.18181818181819,50.7,574,560,6.311734809152915,6.354370040797351,6.329720905522696,0,0,0,1,0,0,0,0,0,0,6,0,1,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,8,2005,406560,79900,0,7461.38772876489,493921.387728765,275000,0,0,0,335000,158921.387728765,49901.3157468322,109020.071981933,479400,258247.82655723,737647.82655723,0.88,564,484,94,-0.431610765819883,1.0656823078809,100,1.43161076581988,2017-09-13 19:36:03,24.6358239650726,2005,0.4998737344052078,0,0,550,574,6.336825731146441,6.311734809152915,6.354370040797351,0,0,0,1,0,0,0,0,0,0,7,0,1,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,9,2006,416640,82450,0,12912.3913278615,512002.391327862,282000,0,88600,0,430600,81402.3913278615,25560.3508769485,55842.040450913,463250,314089.867008143,777339.867008143,0.88,545,496,97,-0.298107144565891,1.11167830358342,100,1.29810714456589,2017-09-13 19:36:03,16.0298912525177,2006,0.4998737344052078,162.56880733944953,88.6,564,550,6.302618975744905,6.336825731146441,6.311734809152915,0,0,0,1,0,0,0,0,0,0,8,0,1,5
2090268,0,41.0833333333333,0,1.17,Female,37,White or Caucasian,Not Hispanic or Latino,MD Maryland,21012,97500,Bachelors degree,I vote for Democrats more often than,1,Nothing,I've read or talked about drought at least once before,2,0,10,2007,403200,79050,0,15704.4933504072,497954.493350407,272500,0,27600,0,360100,137854.493350407,43286.3109120279,94568.1824383793,375700,408658.049446523,784358.049446523,0.88,442,480,93,-0.382549923658667,1.14481822805913,100,1.38254992365867,2017-09-13 19:36:03,22.0245776176453,2007,0.4998737344052078,62.44343891402715,27.6,545,564,6.093569770045136,6.302618975744905,6.336825731146441,0,0,0,1,0,0,0,0,0,0,9,0,1,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,2,1999,332640,87550,0,4500,424690,300000,5654.82,0,0,365654.82,59035.18,18537.04652,40498.13348,510000,130498.13348,640498.13348,0.88,600,396,103,-0.237207386899607,1,100,1.23720738689961,2017-09-13 19:36:03,30.2194383144379,1999,-0.1691548813936867,0,0,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,1,0.852,0,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,3,2000,332640,87550,36297.6,6524.906674,463012.506674,300000,5654.82,77000,0,442654.82,20357.686674,6392.313615636,13965.373058364,510000,144463.506538364,654463.506538364,0.88,600,396,103,-0.0454897927338618,1.02372073868996,100,1.04548979273386,2017-09-13 19:36:03,43.2260220050812,2000,-0.1691548813936867,128.33333333333334,77,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,2,0.852,0,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,4,2001,332640,87550,3556.8,7223.1753269182,430969.975326918,300000,5654.82,43600,0,409254.82,21715.1553269182,6818.55877265231,14896.5965542659,510000,159360.10309263,669360.10309263,0.88,600,396,103,-0.102072214566826,1.028377623112,100,1.10207221456683,2017-09-13 19:36:03,51.3333640098572,2001,-0.1691548813936867,72.66666666666667,43.6,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,3,0.852,0,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,5,2002,332640,87550,38076,7968.00515463149,466234.005154632,300000,5654.82,110600,0,476254.82,-10020.8148453685,-3146.53586144571,-6874.27898392279,510000,152485.824108707,662485.824108707,0.88,600,396,103,-0.116465583884164,1.0388745012522,100,1.11646558388416,2017-09-13 19:36:03,46.2628748416901,2002,-0.1691548813936867,184.33333333333334,110.6,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,4,0.852,0,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,6,2003,332640,87550,14592,7624.29120543535,442406.291205435,300000,5654.82,18000,0,383654.82,58751.4712054353,18447.9619585067,40303.5092469286,510000,192789.333355636,702789.333355636,0.88,600,396,103,-0.0428443848354625,1.05097381378927,100,1.04284438483546,2017-09-13 19:36:03,29.973207950592,2003,-0.1691548813936867,30,18,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,5,0.852,0,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,7,2004,332640,87550,4742.4,9639.46666778179,434571.866667782,300000,5654.82,18900,0,384554.82,50017.0466677818,15705.3526536835,34311.6940140983,510000,227101.027369734,737101.027369734,0.88,600,396,103,-0.0775497721808567,1.05547664644227,100,1.07754977218086,2017-09-13 19:36:03,1.25157274802526,2004,-0.1691548813936867,31.5,18.9,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,6,0.852,0,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,8,2005,332640,87550,0,11355.0513684867,431545.051368487,300000,5654.82,0,0,365654.82,65890.2313684867,20689.5326497048,45200.6987187819,510000,272301.726088516,782301.726088516,0.88,600,396,103,-0.309821814820814,1.06366184378965,100,1.30982181482081,2017-09-13 19:36:03,21.6590924263,2005,-0.1691548813936867,0,0,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,7,0.852,0,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,9,2006,332640,87550,21842.4,13615.0863044258,455647.486304426,300000,5654.82,75200,0,440854.82,14792.6663044258,4644.8972195897,10147.7690848361,510000,282449.495173352,792449.495173352,0.88,600,396,103,-0.139140174363047,1.0966164080695,100,1.13914017436305,2017-09-13 19:36:03,39.1331691741943,2006,-0.1691548813936867,125.33333333333333,75.2,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,8,0.852,0,5
1761235,0,36.9,0,0.852,Male,28,White or Caucasian,Not Hispanic or Latino,CA California,92122,52500,Bachelors degree,I vote for Democrats more often than,0,Nothing,Nothing,2,0,10,2007,332640,87550,2918.4,14122.4747586676,437230.874758668,300000,5654.82,12700,0,378354.82,58876.0547586676,18487.0811942216,40388.973564446,510000,322838.468737798,832838.468737798,0.88,600,396,103,-0.219678604902996,1.11187474789232,100,1.219678604903,2017-09-13 19:36:03,32.265682220459,2007,-0.1691548813936867,21.166666666666668,12.7,600,600,6.398594934535208,6.398594934535208,6.398594934535208,0,0,0,0,0,0,-0.1691548813936867,-0.1691548813936867,1,1,9,0.852,0,5
2660880,0,34.3333333333333,1,NA,Female,29,White or Caucasian,Not Hispanic or Latino,ME Maine,04901,22500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,Nothing,1,0,2,1999,267120,58650,0,4500,330270,300000,0,1800,0,361800,-31530,-9900.42,-21629.58,538900,68370.42,607270.42,0.88,634,318,69,-0.237207386899607,1,100,1.23720738689961,2017-09-13 19:36:03,41.4008917808533,1999,NA,2.8391167192429023,1.8,600,600,6.453624998892692,6.398594934535208,6.398594934535208,0,0,0,0,0,0,NA,NA,0,0,1,NA,1,5
2660880,0,34.3333333333333,1,NA,Female,29,White or Caucasian,Not Hispanic or Latino,ME Maine,04901,22500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,Nothing,1,0,3,2000,351120,92650,0,3418.521,447188.521,317000,0,84600,0,461600,-14411.479,-4525.204406,-9886.27459399999,532100,58484.145406,590584.145406,0.88,626,418,109,-0.0274776967938504,1.02372073868996,100,1.02747769679385,2017-09-13 19:36:03,44.3682844638824,2000,NA,135.14376996805112,84.6,634,600,6.440946540632921,6.453624998892692,6.398594934535208,0,0,0,0,0,0,NA,NA,0,0,2,NA,1,5
2660880,0,34.3333333333333,1,NA,Female,29,White or Caucasian,Not Hispanic or Latino,ME Maine,04901,22500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,Nothing,1,0,4,2001,320489.687936933,90950,0,2924.2072703,414363.895207233,313000,0,6900,0,379900,34463.895207233,10821.6630950712,23642.2321121618,615400,82126.3775181618,697526.377518162,0.849568646299477,724,399,107,0.131313212164939,1.02653368749589,100,0.868686787835061,2017-09-13 19:36:03,27.8548715114594,2001,NA,9.530386740331492,6.9,626,634,6.586171654854675,6.440946540632921,6.453624998892692,0,0,0,0,0,0,NA,NA,0,0,3,NA,1,5
2660880,0,34.3333333333333,1,NA,Female,29,White or Caucasian,Not Hispanic or Latino,ME Maine,04901,22500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,Nothing,1,0,5,2002,261705.031027466,105400,0,4106.31887590809,371211.349903374,362000,0,34800,0,456800,-85588.6500966263,0,-85588.6500966263,594150,-3462.2725784645,590687.727421536,0.667674347945985,699,362,124,0.418064019066045,1.01305394390583,97,0.581935980933955,2017-09-13 19:36:03,7.45475339889526,2002,NA,49.78540772532189,34.8,724,626,6.551080335043404,6.586171654854675,6.440946540632921,0,0,0,0,0,0,NA,NA,0,0,4,NA,1,5
2660880,0,34.3333333333333,1,NA,Female,29,White or Caucasian,Not Hispanic or Latino,ME Maine,04901,22500,Bachelors degree,I nearly always vote for Democrats,0,Nothing,Nothing,1,0,6,2003,192588.88835332,102000,0,0,294588.88835332,349500,0,0,173.113628923225,409673.113628923,-115084.225275603,0,-115084.225275603,644300,-118546.497854068,525753.502145932,0.476767749318659,758,250,120,0.248730166381145,0.970701803573832,95,0.751269833618855,2017-09-13 19:36:03,27.7201342582703,2003,NA,0,0,699,724,6.63200177739563,6.551080335043404,6.586171654854675,0,0,0,0,0,0,NA,NA,0,0,5,NA,1,5
