simID,trt,hay,herd,risk,riskXtrt,herdy_1,year,assets.cash,study
1185967,1,0,600,0,0,600,1,158983.337,Ranchers
1185967,1,71.12,600,0,0,600,2,156002.50385,Ranchers
1185967,1,29.12,600,0,0,600,3,181228.168012055,Ranchers
1185967,1,84.98,600,0,0,600,4,192679.283654868,Ranchers
1185967,1,4.62,600,0,0,600,5,238609.741584833,Ranchers
1185967,1,37.1,600,0,0,600,6,253940.515601193,Ranchers
1185967,1,0,600,0,0,600,7,299478.708766314,Ranchers
1185967,1,86.24,600,0,0,600,8,300069.708356998,Ranchers
1185967,1,23.1,600,0,0,600,9,333928.655233643,Ranchers
1185967,1,31.22,600,0,0,600,10,363441.207188157,Ranchers
1200913,1,0,600,0,0,600,1,158983.337,Ranchers
1200913,1,68.32,600,0,0,600,2,158802.50385,Ranchers
1200913,1,26.18,600,0,0,600,3,186141.048012055,Ranchers
1200913,1,78.4,600,0,0,600,4,201622.376186055,Ranchers
1200913,1,4.34,600,0,0,600,5,245678.799946687,Ranchers
1200913,1,29.4,600,0,0,600,6,261354.942664858,Ranchers
1200913,1,0,600,0,0,600,7,307730.550678263,Ranchers
1200913,1,78.82,600,0,0,600,8,317193.308446527,Ranchers
1200913,1,17.64,600,0,0,600,9,355385.154806243,Ranchers
1200913,1,28.56,600,0,0,600,10,387458.424696097,Ranchers
1223603,1,0,600,0.545,0.545,600,1,158983.337,Ranchers
1223603,1,70.14,600,0.545,0.545,600,2,156982.50385,Ranchers
1223603,1,16.8,600,0.545,0.545,600,3,186403.237734974,Ranchers
1223603,1,88.2,600,0.545,0.545,600,4,187755.578269283,Ranchers
1223603,1,15.68,600,0.545,0.545,600,5,230860.36008392,Ranchers
1223603,1,34.72,600,0.545,0.545,600,6,255625.370314798,Ranchers
1223603,1,0,600,0.545,0.545,600,7,301804.453996596,Ranchers
1223603,1,84.7,600,0.545,0.545,600,8,306447.166648679,Ranchers
1223603,1,25.62,600,0.545,0.545,600,9,338796.140344729,Ranchers
1223603,1,43.68,600,0.545,0.545,600,10,359928.087038553,Ranchers
1283774,1,0,600,0,0,600,1,158983.337,Ranchers
1283774,1,65.24,600,0,0,600,2,160972.1654591,Ranchers
1283774,1,26.46,600,0,0,600,3,188193.049014347,Ranchers
1283774,1,75.74,600,0,0,600,4,203137.042346739,Ranchers
1283774,1,8.82,600,0,0,600,5,242505.282628168,Ranchers
1283774,1,41.58,600,0,0,600,6,256625.113702314,Ranchers
1283774,1,0,600,0,0,600,7,303421.588582303,Ranchers
1283774,1,74.2,600,0,0,600,8,315322.768950676,Ranchers
1283774,1,25.62,600,0,0,600,9,347976.175805684,Ranchers
1283774,1,37.8,600,0,0,600,10,373456.677715819,Ranchers
1315988,1,0,600,0,0,600,1,158983.337,Ranchers
1315988,1,78.12,600,0,0,600,2,149002.50385,Ranchers
1315988,1,21.28,600,0,0,600,3,179366.308012055,Ranchers
1315988,1,84.98,600,0,0,600,4,190753.561856868,Ranchers
1315988,1,9.8,600,0,0,600,5,237123.791549954,Ranchers
1315988,1,49.14,600,0,0,600,6,250482.797480118,Ranchers
1315988,1,0,600,0,0,600,7,296485.490913686,Ranchers
1315988,1,81.76,600,0,0,600,8,303545.703132025,Ranchers
1315988,1,22.54,600,0,0,600,9,337908.036629453,Ranchers
1315988,1,37.38,600,0,0,600,10,363331.321365844,Ranchers
1322520,1,0,600,0.852,0.852,600,1,158983.337,Ranchers
1322520,1,69.86,600,0.852,0.852,600,2,157262.50385,Ranchers
1322520,1,32.06,600,0.852,0.852,600,3,180514.546012055,Ranchers
1322520,1,88.62,600,0.852,0.852,600,4,189444.144420268,Ranchers
1322520,1,21.7,600,0.852,0.852,600,5,228477.124053884,Ranchers
1322520,1,52.5,600,0.852,0.852,600,6,240963.309288932,Ranchers
1322520,1,0,600,0.852,0.852,600,7,286639.484277542,Ranchers
1322520,1,86.94,600,0.852,0.852,600,8,289225.398468262,Ranchers
1322520,1,28.84,600,0.852,0.852,600,9,318774.745515723,Ranchers
1322520,1,35.7,600,0.852,0.852,600,10,344694.238366913,Ranchers
1337320,1,0,600,0,0,600,1,158983.337,Ranchers
1337320,1,64.96,600,0,0,600,2,161164.2454591,Ranchers
1337320,1,22.26,600,0,0,600,3,191272.917358347,Ranchers
1337320,1,74.06,600,0,0,600,4,206034.61900525,Ranchers
1337320,1,12.18,600,0,0,600,5,242118.592883679,Ranchers
1337320,1,32.76,600,0,0,600,6,267461.840499589,Ranchers
1337320,1,0,600,0,0,600,7,314630.015108725,Ranchers
1337320,1,73.78,600,0,0,600,8,327203.764506955,Ranchers
1337320,1,20.3,600,0,0,600,9,363914.209509543,Ranchers
1337320,1,33.04,600,0,0,600,10,393206.745975721,Ranchers
1349291,1,0,600,0,0,600,1,158983.337,Ranchers
1349291,1,64.26,600,0,0,600,2,161644.4454591,Ranchers
1349291,1,29.26,600,0,0,600,3,186967.588218347,Ranchers
1349291,1,73.5,600,0,0,600,4,201290.22210328,Ranchers
1349291,1,10.5,600,0,0,600,5,237296.879263759,Ranchers
1349291,1,38.64,600,0,0,600,6,256719.202102506,Ranchers
1349291,1,0,600,0,0,600,7,302935.804214622,Ranchers
1349291,1,74.76,600,0,0,600,8,314436.162179184,Ranchers
1349291,1,11.9,600,0,0,600,9,356471.07842193,Ranchers
1349291,1,32.2,600,0,0,600,10,386084.555491802,Ranchers
1358287,1,0,600,0.852,0.852,600,1,158983.337,Ranchers
1358287,1,21.56,600,0.852,0.852,600,2,153457.793685949,Ranchers
1358287,1,23.24,600,0.852,0.852,600,3,90834.0693903762,Ranchers
1358287,1,91.14,600,0.852,0.852,600,4,90925.2274504661,Ranchers
1358287,1,20.02,600,0.852,0.852,600,5,127731.488232017,Ranchers
1358287,1,46.34,600,0.852,0.852,600,6,140987.858158375,Ranchers
1358287,1,0,600,0.852,0.852,600,7,183234.875173208,Ranchers
1358287,1,84,600,0.852,0.852,600,8,184290.851271649,Ranchers
1358287,1,21.7,600,0.852,0.852,600,9,215138.983350266,Ranchers
1358287,1,32.2,600,0.852,0.852,600,10,239904.76955918,Ranchers
1360610,1,0,600,0.545,0.545,600,1,158983.337,Ranchers
1360610,1,57.4,600,0.545,0.545,600,2,163926.526963014,Ranchers
1360610,1,15.68,600,0.545,0.545,600,3,187091.751538376,Ranchers
1360610,1,87.5,600,0.545,0.545,600,4,183907.519115295,Ranchers
1360610,1,0,600,0.545,0.545,600,5,226682.064718138,Ranchers
1360610,1,49.14,600,0.545,0.545,600,6,212023.747954045,Ranchers
1360610,1,0,600,0.545,0.545,600,7,256124.195988869,Ranchers
1360610,1,72.24,600,0.545,0.545,600,8,268330.735791287,Ranchers
1360610,1,13.72,600,0.545,0.545,600,9,307535.715908928,Ranchers
1360610,1,30.1,600,0.545,0.545,600,10,336911.310044605,Ranchers
1364109,1,0,600,0,0,600,1,158983.337,Ranchers
1364109,1,71.12,600,0,0,600,2,156002.50385,Ranchers
1364109,1,21.28,600,0,0,600,3,186606.408012055,Ranchers
1364109,1,81.2,600,0,0,600,4,200835.077286868,Ranchers
1364109,1,7.98,600,0,0,600,5,246326.080260409,Ranchers
1364109,1,47.32,600,0,0,600,6,258368.044693341,Ranchers
1364109,1,1.4,600,0,0,600,7,303680.802106323,Ranchers
1364109,1,80.64,600,0,0,600,8,309423.73349857,Ranchers
1364109,1,10.22,600,0,0,600,9,352439.203437571,Ranchers
1364109,1,39.06,600,0,0,600,10,377208.427195479,Ranchers
1382488,1,0,600,0,0,600,1,158983.337,Ranchers
1382488,1,72.24,600,0,0,600,2,154882.50385,Ranchers
1382488,1,23.94,600,0,0,600,3,183623.232012055,Ranchers
1382488,1,82.32,600,0,0,600,4,196981.258350068,Ranchers
1382488,1,6.16,600,0,0,600,5,242411.456740575,Ranchers
1382488,1,39.62,600,0,0,600,6,254991.429586777,Ranchers
1382488,1,0,600,0,0,600,7,301148.769101604,Ranchers
1382488,1,85.54,600,0,0,600,8,305192.751761789,Ranchers
1382488,1,16.1,600,0,0,600,9,344029.419027218,Ranchers
1382488,1,38.78,600,0,0,600,10,368702.267179851,Ranchers
1422685,1,0,600,0,0,600,1,158983.337,Ranchers
1422685,1,63,600,0,0,600,2,162508.8054591,Ranchers
1422685,1,26.88,600,0,0,600,3,189494.275766347,Ranchers
1422685,1,80.78,600,0,0,600,4,204110.118905133,Ranchers
1422685,1,14,600,0,0,600,5,248928.341463579,Ranchers
1422685,1,33.18,600,0,0,600,6,275369.52345578,Ranchers
1422685,1,0,600,0,0,600,7,322225.831590313,Ranchers
1422685,1,82.6,600,0,0,600,8,329009.59749386,Ranchers
1422685,1,20.72,600,0,0,600,9,365493.8625679,Ranchers
1422685,1,33.46,600,0,0,600,10,394552.461133979,Ranchers
1439476,1,0,600,0,0,600,1,158983.337,Ranchers
1439476,1,66.22,600,0,0,600,2,160299.8854591,Ranchers
1439476,1,14.7,600,0,0,600,3,189602.009609763,Ranchers
1439476,1,88.9,600,0,0,600,4,184313.290090251,Ranchers
1439476,1,0,600,0,0,600,5,227490.615019115,Ranchers
1439476,1,53.76,600,0,0,600,6,214142.725770071,Ranchers
1439476,1,0,600,0,0,600,7,257732.754743984,Ranchers
1439476,1,86.1,600,0,0,600,8,258737.208111703,Ranchers
1439476,1,18.76,600,0,0,600,9,294155.690229934,Ranchers
1439476,1,38.36,600,0,0,600,10,317405.989484821,Ranchers
1486558,1,0,600,0,0,600,1,158983.337,Ranchers
1486558,1,67.9,600,0,0,600,2,159147.4054591,Ranchers
1486558,1,23.66,600,0,0,600,3,188226.499746347,Ranchers
1486558,1,79.94,600,0,0,600,4,203375.098167647,Ranchers
1486558,1,13.72,600,0,0,600,5,248360.189514797,Ranchers
1486558,1,36.68,600,0,0,600,6,272380.883895155,Ranchers
1486558,1,0,600,0,0,600,7,319134.681692758,Ranchers
1486558,1,81.2,600,0,0,600,8,326772.82115482,Ranchers
1486558,1,11.76,600,0,0,600,9,369326.92480043,Ranchers
1486558,1,29.82,600,0,0,600,10,401014.037401085,Ranchers
1510269,1,0,600,0,0,600,1,158983.337,Ranchers
1510269,1,57.82,600,0,0,600,2,163829.516862004,Ranchers
1510269,1,29.54,600,0,0,600,3,184425.607570371,Ranchers
1510269,1,88.9,600,0,0,600,4,193297.275390034,Ranchers
1510269,1,12.74,600,0,0,600,5,238608.977415912,Ranchers
1510269,1,48.72,600,0,0,600,6,254035.765221278,Ranchers
1510269,1,0,600,0,0,600,7,300160.325448368,Ranchers
1510269,1,65.94,600,0,0,600,8,317616.004491247,Ranchers
1510269,1,17.64,600,0,0,600,9,355822.349325297,Ranchers
1510269,1,24.22,600,0,0,600,10,390887.854987155,Ranchers
1517296,1,4.2,600,0.28,0.28,600,1,156102.137,Ranchers
1517296,1,61.04,600,0.28,0.28,600,2,160873.3402991,Ranchers
1517296,1,33.04,600,0.28,0.28,600,3,183576.954151359,Ranchers
1517296,1,71.54,600,0.28,0.28,600,4,197681.064582204,Ranchers
1517296,1,10.08,600,0.28,0.28,600,5,229585.230129502,Ranchers
1517296,1,42,600,0.28,0.28,600,6,245278.743402944,Ranchers
1517296,1,0,600,0.28,0.28,600,7,291102.937781665,Ranchers
1517296,1,73.22,599,0.28,0.28,600,8,303253.868427576,Ranchers
1517296,1,25.62,600,0.28,0.28,599,9,334676.971994642,Ranchers
1517296,1,29.54,600,0.28,0.28,600,10,364784.57121405803,Ranchers
1528021,1,0,600,0.28,0.28,600,1,158983.337,Ranchers
1528021,1,56.7,600,0.28,0.28,600,2,163516.005781942,Ranchers
1528021,1,19.18,600,0.28,0.28,600,3,186352.045290894,Ranchers
1528021,1,76.16,600,0.28,0.28,600,4,195018.967237013,Ranchers
1528021,1,7.7,600,0.28,0.28,600,5,231980.410300312,Ranchers
1528021,1,40.6,600,0.28,0.28,600,6,241225.358253613,Ranchers
1528021,1,0,600,0.28,0.28,600,7,286910.521521712,Ranchers
1528021,1,79.66,600,0.28,0.28,600,8,295082.912289907,Ranchers
1528021,1,11.76,600,0.28,0.28,600,9,336550.05206145,Ranchers
1528021,1,25.9,600,0.28,0.28,600,10,369802.037927158,Ranchers
1531169,1,0,600,0,0,600,1,158983.337,Ranchers
1531169,1,64.4,600,0,0,600,2,161548.4054591,Ranchers
1531169,1,28.28,600,0,0,600,3,187540.534046347,Ranchers
1531169,1,84.98,600,0,0,600,4,199208.163844137,Ranchers
1531169,1,7.7,600,0,0,600,5,244855.054612055,Ranchers
1531169,1,34.72,600,0,0,600,6,263185.202865248,Ranchers
1531169,1,0,600,0,0,600,7,309623.588803526,Ranchers
1531169,1,77.84,600,0,0,600,8,319823.557779487,Ranchers
1531169,1,23.66,600,0,0,600,9,353975.901691324,Ranchers
1531169,1,35.7,600,0,0,600,10,381102.79419933597,Ranchers
1571353,1,0,600,0.545,0.545,600,1,158983.337,Ranchers
1571353,1,63,600,0.545,0.545,600,2,162508.8054591,Ranchers
1571353,1,34.72,600,0.545,0.545,600,3,184116.035766347,Ranchers
1571353,1,73.08,600,0.545,0.545,600,4,198536.110819925,Ranchers
1571353,1,2.66,600,0.545,0.545,600,5,233166.326497508,Ranchers
1571353,1,40.74,600,0.545,0.545,600,6,236593.511376373,Ranchers
1571353,1,0,600,0.545,0.545,600,7,282119.802296582,Ranchers
1571353,1,77.84,600,0.545,0.545,600,8,291376.391395355,Ranchers
1571353,1,28.14,600,0.545,0.545,600,9,321479.717500216,Ranchers
1571353,1,31.5,600,0.545,0.545,600,10,350373.190890473,Ranchers
1572786,1,1.96,600,0.28,0.28,600,1,157638.777,Ranchers
1572786,1,65.52,600,0.28,0.28,600,2,159389.4070511,Ranchers
1572786,1,26.88,600,0.28,0.28,600,3,186267.88199295299,Ranchers
1572786,1,73.78,600,0.28,0.28,600,4,201618.082796203,Ranchers
1572786,1,3.64,600,0.28,0.28,600,5,236484.450916177,Ranchers
1572786,1,46.9,600,0.28,0.28,600,6,236316.253461986,Ranchers
1572786,1,0,600,0.28,0.28,600,7,281833.034435732,Ranchers
1572786,1,74.48,600,0.28,0.28,600,8,292801.647396878,Ranchers
1572786,1,27.86,600,0.28,0.28,600,9,323145.939782591,Ranchers
1572786,1,37.66,600,0.28,0.28,600,10,347870.804597133,Ranchers
1626360,1,0,600,0,0,600,1,158983.337,Ranchers
1626360,1,71.12,600,0,0,600,2,156002.50385,Ranchers
1626360,1,24.22,600,0,0,600,3,184589.568012055,Ranchers
1626360,1,80.64,600,0,0,600,4,199133.219674868,Ranchers
1626360,1,9.38,600,0,0,600,5,244921.934541298,Ranchers
1626360,1,39.62,600,0,0,600,6,262197.936776065,Ranchers
1626360,1,0,600,0,0,600,7,308602.459487484,Ranchers
1626360,1,75.04,600,0,0,600,8,321271.303727905,Ranchers
1626360,1,9.1,600,0,0,600,9,365461.465325772,Ranchers
1626360,1,33.46,600,0,0,600,10,394518.952666446,Ranchers
1658416,1,12.46,600,0.545,0.545,600,1,150435.777,Ranchers
1658416,1,55.16,600,0.545,0.545,600,2,153891.894367691,Ranchers
1658416,1,22.4,600,0.545,0.545,600,3,174974.382230017,Ranchers
1658416,1,68.88,600,0.545,0.545,600,4,187899.63785891,Ranchers
1658416,1,5.6,600,0.545,0.545,600,5,210168.113875293,Ranchers
1658416,1,38.78,600,0.545,0.545,600,6,215303.500061216,Ranchers
1658416,1,0,600,0.545,0.545,600,7,260099.543593316,Ranchers
1658416,1,89.32,600,0.545,0.545,600,8,260142.457818566,Ranchers
1658416,1,16.66,600,0.545,0.545,600,9,297049.740001743,Ranchers
1658416,1,33.74,600,0.545,0.545,600,10,323568.625163803,Ranchers
1684381,1,0,600,0,0,600,1,158983.337,Ranchers
1684381,1,69.72,600,0,0,600,2,157402.50385,Ranchers
1684381,1,17.08,600,0,0,600,3,186755.830143615,Ranchers
1684381,1,81.62,600,0,0,600,4,192634.144597541,Ranchers
1684381,1,6.86,600,0,0,600,5,236727.280591952,Ranchers
1684381,1,35.84,600,0,0,600,6,251712.226196256,Ranchers
1684381,1,0,600,0,0,600,7,298340.189034788,Ranchers
1684381,1,75.46,600,0,0,600,8,309202.717398681,Ranchers
1684381,1,12.46,600,0,0,600,9,350673.966485456,Ranchers
1684381,1,26.88,600,0,0,600,10,383738.122615907,Ranchers
1706526,1,0,600,0.28,0.28,600,1,158983.337,Ranchers
1706526,1,64.96,600,0.28,0.28,600,2,161164.2454591,Ranchers
1706526,1,22.4,600,0.28,0.28,600,3,191176.877358347,Ranchers
1706526,1,68.6,600,0.28,0.28,600,4,204390.958655966,Ranchers
1706526,1,12.46,600,0.28,0.28,600,5,230353.078087209,Ranchers
1706526,1,40.6,600,0.28,0.28,600,6,249338.288545601,Ranchers
1706526,1,0,600,0.28,0.28,600,7,295301.725322715,Ranchers
1706526,1,71.82,600,0.28,0.28,600,8,308557.074381284,Ranchers
1706526,1,18.76,600,0.28,0.28,600,9,345684.377912562,Ranchers
1706526,1,28.14,600,0.28,0.28,600,10,377713.031154963,Ranchers
1749169,1,0,600,0,0,600,1,158983.337,Ranchers
1749169,1,57.68,600,0,0,600,2,163288.517095073,Ranchers
1749169,1,29.54,600,0,0,600,3,183866.051511434,Ranchers
1749169,1,77.7,600,0,0,600,4,199241.848299558,Ranchers
1749169,1,0,600,0,0,600,5,239360.928289425,Ranchers
1749169,1,35.42,600,0,0,600,6,241470.808009752,Ranchers
1749169,1,0,600,0,0,600,7,287164.390204487,Ranchers
1749169,1,60.76,600,0,0,600,8,307727.788668501,Ranchers
1749169,1,12.74,600,0,0,600,9,348956.36769983,Ranchers
1749169,1,21.28,600,0,0,600,10,385803.210191935,Ranchers
1754087,1,0,600,0,0,600,1,158983.337,Ranchers
1754087,1,74.06,600,0,0,600,2,153062.50385,Ranchers
1754087,1,35.42,600,0,0,600,3,173865.526012055,Ranchers
1754087,1,88.48,600,0,0,600,4,182663.103034268,Ranchers
1754087,1,15.4,600,0,0,600,5,225785.292948344,Ranchers
1754087,1,41.02,600,0,0,600,6,246054.428376472,Ranchers
1754087,1,0,600,0,0,600,7,291905.228749785,Ranchers
1754087,1,81.06,600,0,0,600,8,298705.437975903,Ranchers
1754087,1,32.06,600,0,0,600,9,326371.030378476,Ranchers
1754087,1,44.24,600,0,0,600,10,346692.635800458,Ranchers
1761082,1,0,600,0.28,0.28,600,1,158983.337,Ranchers
1761082,1,70.14,600,0.28,0.28,600,2,156982.50385,Ranchers
1761082,1,14.14,600,0.28,0.28,600,3,185887.571070545,Ranchers
1761082,1,89.32,600,0.28,0.28,600,4,179153.129624073,Ranchers
1761082,1,18.06,600,0.28,0.28,600,5,220330.167450178,Ranchers
1761082,1,37.8,600,0.28,0.28,600,6,242621.112073719,Ranchers
1761082,1,0,600,0.28,0.28,600,7,288354.149697848,Ranchers
1761082,1,87.5,600,0.28,0.28,600,8,290614.716912484,Ranchers
1761082,1,18.34,600,0.28,0.28,600,9,327414.717582582,Ranchers
1761082,1,40.46,600,0.28,0.28,600,10,350365.201475665,Ranchers
1794910,1,0,600,0.28,0.28,600,1,158983.337,Ranchers
1794910,1,56.14,600,0.28,0.28,600,2,163074.441368547,Ranchers
1794910,1,19.6,600,0.28,0.28,600,3,184625.059990023,Ranchers
1794910,1,71.12,600,0.28,0.28,600,4,193323.649045286,Ranchers
1794910,1,0,600,0.28,0.28,600,5,219625.732890948,Ranchers
1794910,1,35.14,600,0.28,0.28,600,6,215254.599535495,Ranchers
1794910,1,0,600,0.28,0.28,600,7,260632.065779563,Ranchers
1794910,1,71.12,600,0.28,0.28,600,8,273761.545515802,Ranchers
1794910,1,19.04,600,0.28,0.28,600,9,309503.282406994,Ranchers
1794910,1,18.34,600,0.28,0.28,600,10,347013.724073554,Ranchers
1836593,1,0,600,0.545,0.545,600,1,158983.337,Ranchers
1836593,1,61.32,600,0.545,0.545,600,2,163661.2854591,Ranchers
1836593,1,16.66,600,0.545,0.545,600,3,192427.268333413,Ranchers
1836593,1,72.1,600,0.545,0.545,600,4,196672.236066091,Ranchers
1836593,1,6.86,600,0.545,0.545,600,5,226453.914990985,Ranchers
1836593,1,41.02,600,0.545,0.545,600,6,233492.464155175,Ranchers
1836593,1,0,600,0.545,0.545,600,7,278912.389155698,Ranchers
1836593,1,76.44,600,0.545,0.545,600,8,288436.263983738,Ranchers
1836593,1,17.36,600,0.545,0.545,600,9,325833.823718381,Ranchers
1836593,1,36.82,600,0.545,0.545,600,10,351227.122951921,Ranchers
1892195,1,0,600,NA,NA,600,1,158983.337,Ranchers
1892195,1,63.98,600,NA,NA,600,2,161836.5254591,Ranchers
1892195,1,19.04,600,NA,NA,600,3,191232.432968919,Ranchers
1892195,1,83.3,600,NA,NA,600,4,198416.774899753,Ranchers
1892195,1,8.54,600,NA,NA,600,5,243352.281893512,Ranchers
1892195,1,36.12,600,NA,NA,600,6,261253.585042459,Ranchers
1892195,1,0,600,NA,NA,600,7,308208.816489416,Ranchers
1892195,1,83.02,600,NA,NA,600,8,314223.678775003,Ranchers
